id;vendor;model;year;modification;lz;pcd;dia;bolt;create_time;description;id;carmodel;spectype;front_width;front_profile;front_diameter;back_width;back_profile;back_diameter;create_time
"50091";"Hyundai";"Santa Fe";"2018";"2.0 T-GDi DM Facelift (CHDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175250";"50091";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:53:18"
"50091";"Hyundai";"Santa Fe";"2018";"2.0 T-GDi DM Facelift (CHDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175251";"50091";"ALTERNATIVE";"255";"45";"20";\N;\N;\N;"2020-10-31 12:53:17"
"50092";"Hyundai";"Santa Fe";"2018";"2.4 GDi DM Facelift (CHDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175254";"50092";"ALTERNATIVE";"245";"55";"18";\N;\N;\N;"2020-10-31 12:53:21"
"50092";"Hyundai";"Santa Fe";"2018";"2.4 GDi DM Facelift (CHDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175255";"50092";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:53:24"
"50092";"Hyundai";"Santa Fe";"2018";"2.4 GDi DM Facelift (CHDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175256";"50092";"ALTERNATIVE";"255";"45";"20";\N;\N;\N;"2020-10-31 12:53:23"
"50093";"Hyundai";"Santa Fe";"2019";"2.0 T-GDi TM (USDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175259";"50093";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:53:28"
"50093";"Hyundai";"Santa Fe";"2019";"2.0 T-GDi TM (USDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175260";"50093";"ALTERNATIVE";"255";"45";"20";\N;\N;\N;"2020-10-31 12:53:27"
"50094";"Hyundai";"Santa Fe";"2019";"2.4 GDi TM (USDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175263";"50094";"ALTERNATIVE";"235";"55";"19";\N;\N;\N;"2020-10-31 12:53:29"
"50094";"Hyundai";"Santa Fe";"2019";"2.4 GDi TM (USDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:05";"Alternative";"175264";"50094";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:53:33"
"50095";"Hyundai";"Santa Fe";"2019";"2.0 CRDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175268";"50095";"ALTERNATIVE";"255";"60";"17";\N;\N;\N;"2020-10-31 12:53:40"
"50095";"Hyundai";"Santa Fe";"2019";"2.0 CRDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175269";"50095";"ALTERNATIVE";"255";"55";"18";\N;\N;\N;"2020-10-31 12:53:38"
"50095";"Hyundai";"Santa Fe";"2019";"2.0 CRDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175270";"50095";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:53:37"
"50096";"Hyundai";"Santa Fe";"2019";"2.2 CRDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175274";"50096";"ALTERNATIVE";"255";"55";"18";\N;\N;\N;"2020-10-31 12:53:47"
"50096";"Hyundai";"Santa Fe";"2019";"2.2 CRDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175275";"50096";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:53:45"
"50096";"Hyundai";"Santa Fe";"2019";"2.2 CRDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175276";"50096";"ALTERNATIVE";"255";"45";"20";\N;\N;\N;"2020-10-31 12:53:44"
"50097";"Hyundai";"Santa Fe";"2019";"2.4 GDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175280";"50097";"ALTERNATIVE";"255";"60";"17";\N;\N;\N;"2020-10-31 12:53:53"
"50097";"Hyundai";"Santa Fe";"2019";"2.4 GDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175281";"50097";"ALTERNATIVE";"255";"55";"18";\N;\N;\N;"2020-10-31 12:53:52"
"50097";"Hyundai";"Santa Fe";"2019";"2.4 GDi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175282";"50097";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:53:51"
"50098";"Hyundai";"Santa Fe";"2019";"3.5 MPi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175285";"50098";"ALTERNATIVE";"255";"55";"18";\N;\N;\N;"2020-10-31 12:53:59"
"50098";"Hyundai";"Santa Fe";"2019";"3.5 MPi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175286";"50098";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:53:58"
"50098";"Hyundai";"Santa Fe";"2019";"3.5 MPi TM (EDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175287";"50098";"ALTERNATIVE";"255";"45";"20";\N;\N;\N;"2020-10-31 12:53:57"
"50099";"Hyundai";"Santa Fe";"2019";"2.2 CRDi TM (AUDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175291";"50099";"ALTERNATIVE";"255";"55";"18";\N;\N;\N;"2020-10-31 12:54:06"
"50099";"Hyundai";"Santa Fe";"2019";"2.2 CRDi TM (AUDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175292";"50099";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:54:05"
"50099";"Hyundai";"Santa Fe";"2019";"2.2 CRDi TM (AUDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175293";"50099";"ALTERNATIVE";"255";"45";"20";\N;\N;\N;"2020-10-31 12:54:04"
"50100";"Hyundai";"Santa Fe";"2019";"3.5 MPi TM (AUDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175297";"50100";"ALTERNATIVE";"255";"55";"18";\N;\N;\N;"2020-10-31 12:54:13"
"50100";"Hyundai";"Santa Fe";"2019";"3.5 MPi TM (AUDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175298";"50100";"ALTERNATIVE";"255";"50";"19";\N;\N;\N;"2020-10-31 12:54:12"
"50100";"Hyundai";"Santa Fe";"2019";"3.5 MPi TM (AUDM)";"5";"114.300";"67.100";"nuts:12*1.5";"2020-10-21 15:09:06";"Alternative";"175299";"50100";"ALTERNATIVE";"255";"45";"20";\N;\N;\N;"2020-10-31 12:54:10"
"100000";"Renault";"Scenic";"2007";"2.0 dCi II (JM) (EDM)";"5";"108.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:13";"Alternative";"344487";"100000";"ALTERNATIVE";"225";"50";"17";\N;\N;\N;"2020-11-02 18:15:34"
"100000";"Renault";"Scenic";"2007";"2.0 dCi II (JM) (EDM)";"5";"108.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:13";"Alternative";"344488";"100000";"ALTERNATIVE";"225";"45";"18";\N;\N;\N;"2020-11-02 18:15:34"
"100001";"Renault";"Scenic";"2007";"2.0i 16v II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:13";"Alternative";"344491";"100001";"ALTERNATIVE";"225";"55";"16";\N;\N;\N;"2020-11-02 18:15:36"
"100001";"Renault";"Scenic";"2007";"2.0i 16v II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:13";"Alternative";"344492";"100001";"ALTERNATIVE";"225";"50";"17";\N;\N;\N;"2020-11-02 18:15:35"
"100002";"Renault";"Scenic";"2007";"2.0i Turbo II (JM) (EDM)";"5";"108.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:13";"Alternative";"344495";"100002";"ALTERNATIVE";"225";"50";"17";\N;\N;\N;"2020-11-02 18:15:38"
"100002";"Renault";"Scenic";"2007";"2.0i Turbo II (JM) (EDM)";"5";"108.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:13";"Alternative";"344496";"100002";"ALTERNATIVE";"225";"45";"18";\N;\N;\N;"2020-11-02 18:15:37"
"100003";"Renault";"Scenic";"2008";"1.4i 16v II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:13";"Alternative";"344499";"100003";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:15:40"
"100003";"Renault";"Scenic";"2008";"1.4i 16v II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:13";"Alternative";"344500";"100003";"ALTERNATIVE";"205";"50";"17";\N;\N;\N;"2020-11-02 18:15:39"
"100004";"Renault";"Scenic";"2008";"1.5 dCi II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344503";"100004";"ALTERNATIVE";"205";"60";"16";\N;\N;\N;"2020-11-02 18:15:44"
"100004";"Renault";"Scenic";"2008";"1.5 dCi II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344504";"100004";"ALTERNATIVE";"205";"50";"17";\N;\N;\N;"2020-11-02 18:15:42"
"100005";"Renault";"Scenic";"2008";"1.6i 16v II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344507";"100005";"ALTERNATIVE";"205";"60";"16";\N;\N;\N;"2020-11-02 18:15:50"
"100005";"Renault";"Scenic";"2008";"1.6i 16v II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344508";"100005";"ALTERNATIVE";"205";"50";"17";\N;\N;\N;"2020-11-02 18:15:46"
"100006";"Renault";"Scenic";"2008";"1.9 dCi II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344511";"100006";"ALTERNATIVE";"225";"55";"16";\N;\N;\N;"2020-11-02 18:15:59"
"100006";"Renault";"Scenic";"2008";"1.9 dCi II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344512";"100006";"ALTERNATIVE";"225";"50";"17";\N;\N;\N;"2020-11-02 18:15:57"
"100007";"Renault";"Scenic";"2008";"2.0 dCi II (JM) (EDM)";"5";"108.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344515";"100007";"ALTERNATIVE";"225";"50";"17";\N;\N;\N;"2020-11-02 18:16:08"
"100007";"Renault";"Scenic";"2008";"2.0 dCi II (JM) (EDM)";"5";"108.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344516";"100007";"ALTERNATIVE";"225";"45";"18";\N;\N;\N;"2020-11-02 18:16:06"
"100008";"Renault";"Scenic";"2008";"2.0i 16v II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344519";"100008";"ALTERNATIVE";"225";"55";"16";\N;\N;\N;"2020-11-02 18:16:17"
"100008";"Renault";"Scenic";"2008";"2.0i 16v II (JM) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344520";"100008";"ALTERNATIVE";"225";"50";"17";\N;\N;\N;"2020-11-02 18:16:15"
"100009";"Renault";"Scenic";"2008";"2.0i Turbo II (JM) (EDM)";"5";"108.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344523";"100009";"ALTERNATIVE";"225";"50";"17";\N;\N;\N;"2020-11-02 18:16:26"
"100009";"Renault";"Scenic";"2008";"2.0i Turbo II (JM) (EDM)";"5";"108.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:14";"Alternative";"344524";"100009";"ALTERNATIVE";"225";"45";"18";\N;\N;\N;"2020-11-02 18:16:24"
"100010";"Renault";"Scenic";"1996";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:16";"Alternative";"344527";"100010";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:16:31"
"100010";"Renault";"Scenic";"1996";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:16";"Alternative";"344528";"100010";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:16:37"
"100010";"Renault";"Scenic";"1996";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:16";"Alternative";"344529";"100010";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:16:35"
"100011";"Renault";"Scenic";"1996";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:16";"Alternative";"344532";"100011";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:16:42"
"100011";"Renault";"Scenic";"1996";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:16";"Alternative";"344533";"100011";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:16:48"
"100011";"Renault";"Scenic";"1996";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:16";"Alternative";"344534";"100011";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:16:46"
"100012";"Renault";"Scenic";"1996";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344537";"100012";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:16:53"
"100012";"Renault";"Scenic";"1996";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344538";"100012";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:17:00"
"100012";"Renault";"Scenic";"1996";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344539";"100012";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:16:57"
"100013";"Renault";"Scenic";"1996";"1.9 d I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344542";"100013";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:17:04"
"100013";"Renault";"Scenic";"1996";"1.9 d I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344543";"100013";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:17:11"
"100013";"Renault";"Scenic";"1996";"1.9 d I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344544";"100013";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:17:09"
"100014";"Renault";"Scenic";"1996";"1.9 dT I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344547";"100014";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:17:16"
"100014";"Renault";"Scenic";"1996";"1.9 dT I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344548";"100014";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:17:22"
"100014";"Renault";"Scenic";"1996";"1.9 dT I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344549";"100014";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:17:20"
"100015";"Renault";"Scenic";"1996";"1.9 dTi I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344552";"100015";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:17:27"
"100015";"Renault";"Scenic";"1996";"1.9 dTi I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344553";"100015";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:17:31"
"100015";"Renault";"Scenic";"1996";"1.9 dTi I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344554";"100015";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:17:34"
"100016";"Renault";"Scenic";"1996";"2.0i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344557";"100016";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:17:40"
"100016";"Renault";"Scenic";"1996";"2.0i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344558";"100016";"ALTERNATIVE";"205";"60";"15";\N;\N;\N;"2020-11-02 18:17:45"
"100016";"Renault";"Scenic";"1996";"2.0i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344559";"100016";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:17:42"
"100017";"Renault";"Scenic";"1996";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344562";"100017";"ALTERNATIVE";"205";"60";"15";\N;\N;\N;"2020-11-02 18:17:56"
"100017";"Renault";"Scenic";"1996";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344563";"100017";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:17:54"
"100017";"Renault";"Scenic";"1996";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:17";"Alternative";"344564";"100017";"ALTERNATIVE";"205";"50";"17";\N;\N;\N;"2020-11-02 18:17:51"
"100018";"Renault";"Scenic";"1997";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344567";"100018";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:18:01"
"100018";"Renault";"Scenic";"1997";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344568";"100018";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:18:07"
"100018";"Renault";"Scenic";"1997";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344569";"100018";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:18:05"
"100019";"Renault";"Scenic";"1997";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344572";"100019";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:18:12"
"100019";"Renault";"Scenic";"1997";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344573";"100019";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:18:19"
"100019";"Renault";"Scenic";"1997";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344574";"100019";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:18:16"
"100020";"Renault";"Scenic";"1997";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344577";"100020";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:18:23"
"100020";"Renault";"Scenic";"1997";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344578";"100020";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:18:30"
"100020";"Renault";"Scenic";"1997";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344579";"100020";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:18:27"
"100021";"Renault";"Scenic";"1997";"1.9 d I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344582";"100021";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:18:34"
"100021";"Renault";"Scenic";"1997";"1.9 d I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344583";"100021";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:18:41"
"100021";"Renault";"Scenic";"1997";"1.9 d I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344584";"100021";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:18:39"
"100022";"Renault";"Scenic";"1997";"1.9 dT I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344587";"100022";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:18:45"
"100022";"Renault";"Scenic";"1997";"1.9 dT I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344588";"100022";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:18:52"
"100022";"Renault";"Scenic";"1997";"1.9 dT I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344589";"100022";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:18:50"
"100023";"Renault";"Scenic";"1997";"1.9 dTi I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344592";"100023";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:18:56"
"100023";"Renault";"Scenic";"1997";"1.9 dTi I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344593";"100023";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:19:01"
"100023";"Renault";"Scenic";"1997";"1.9 dTi I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344594";"100023";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:19:03"
"100024";"Renault";"Scenic";"1997";"2.0i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344597";"100024";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:19:10"
"100024";"Renault";"Scenic";"1997";"2.0i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344598";"100024";"ALTERNATIVE";"205";"60";"15";\N;\N;\N;"2020-11-02 18:19:14"
"100024";"Renault";"Scenic";"1997";"2.0i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:18";"Alternative";"344599";"100024";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:19:12"
"100025";"Renault";"Scenic";"1997";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344602";"100025";"ALTERNATIVE";"205";"60";"15";\N;\N;\N;"2020-11-02 18:19:26"
"100025";"Renault";"Scenic";"1997";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344603";"100025";"ALTERNATIVE";"205";"55";"16";\N;\N;\N;"2020-11-02 18:19:24"
"100025";"Renault";"Scenic";"1997";"2.0i 16v I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344604";"100025";"ALTERNATIVE";"205";"50";"17";\N;\N;\N;"2020-11-02 18:19:21"
"100026";"Renault";"Scenic";"1998";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344607";"100026";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:19:30"
"100026";"Renault";"Scenic";"1998";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344608";"100026";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:19:37"
"100026";"Renault";"Scenic";"1998";"1.4i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344609";"100026";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:19:35"
"100027";"Renault";"Scenic";"1998";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344612";"100027";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:19:42"
"100027";"Renault";"Scenic";"1998";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344613";"100027";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:19:48"
"100027";"Renault";"Scenic";"1998";"1.6 I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344614";"100027";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:19:46"
"100028";"Renault";"Scenic";"1998";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344617";"100028";"ALTERNATIVE";"185";"65";"15";\N;\N;\N;"2020-11-02 18:19:53"
"100028";"Renault";"Scenic";"1998";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344618";"100028";"ALTERNATIVE";"195";"60";"15";\N;\N;\N;"2020-11-02 18:19:59"
"100028";"Renault";"Scenic";"1998";"1.6i I (JA) (EDM)";"4";"100.000";"60.100";"bolt:12*1.5";"2020-10-23 04:06:19";"Alternative";"344619";"100028";"ALTERNATIVE";"195";"55";"16";\N;\N;\N;"2020-11-02 18:19:57"
